reviews,stars,dates
  Muito bom. Carrega o Netflix e a internet mais rápido do que o wi-fi da tv . Top,5,2022-02-17
"  O aparelho é ótimo, fácil de instalar e permite baixar apps que não são nativos.",5,2021-12-29
"  Muito bom, recomendo.Fácil de instalar, tem passo a passo informando tudo.",5,2021-10-17
"  Produto atendeu as minhas expectativas, funciona muito bem e é fácil de instalar",5,2021-12-12
"  Bem embalado, pequeno fácil de instalar e os apps com muita qualidade! Recomendo",5,2022-01-31
  Produto excelente!!! Interface muito fácil de ser utilizada! Recomendo a compra!,5,2021-07-29
"  Integração com a Alexa, automação de lâmpadas,  tv, entre outros dispositivos...",5,2021-08-05
"  Produto top, recomendo a todos que querem fazer da sua TV uma smart sem segredos",5,2021-09-28
  Muito fácil integração com a Alexa. Ótimo controle de voz com. Tv e aplicativos.,5,2021-08-26
  Agora que comecei a suar ainda estou me acostumando. Mas estou gostando bastante,5,2021-11-03
"  Valeu muito a pena, ainda mais que consegui na promoção da Black Friday.",5,2021-12-03
  Produto entregue com rapidez. Fácil instalação. Atendeu meus requisitos.,5,2021-11-30
"  Estou amando o produto, fácil instalação, Alexa maravilhosa rs gostei demais.",5,2021-06-16
  Ótimo produto atende as expectativas,5,2021-10-01
  Excelente produto. Muito prático.,5,2021-11-12
"  Painel de fácil controle, ponto negativo é que não tem o aplicativo do globoplay",4,2021-12-14
  nao consigo instalar HBO MAX tenho assinatura achei funcionaria mas não funciona,3,2021-12-02
  Bem funcional. Gostei do produto. Interagiu bem com os outros dispositivos Echo.,5,2021-12-01
"  Gostei de tudo, simplesmente perfeito, muito prático fácil de instalar e de usar",5,2022-02-14
  Muito boa compra!!!,5,2021-12-26
  Recomendo o produto,5,2021-08-14
  Exelente superou as minhas expectativas.,5,2021-06-26
  Muito bom super satisfeita,5,2021-12-20
"  amei, porém, devia permitir baixar APP pelo play story, eu não consegui",4,2021-12-14
  Controle com defeito devolvi até agora não recebi meu dinheiro de volta,1,2022-03-11
  minha tv se transformou em outra ....parece até que comprei uma nova tv,5,2021-12-23
  Transforme sua TV em uma tela de Opções de filmes seriados é muito mais,5,2021-07-22
"  Eu gostei da facilidade que liga e desliga a TV , e sempre acha  0 que procura.",5,2021-11-20
"  Ótimo, proporcionou maio utilidade à uma TV antiga que tinha! Muito satisfeito.",5,2021-09-10
"  Super fácil de instalar e muito útil, o melhor de tudo: seu celular fica livre!",5,2021-06-20
"  Integração da Alexia é absurda, facilita qualquer tipo de navegação ou pesquisa",5,2022-01-15
  sensacional!!! excedeu minhas espectativas!!!!!  produto recomendadíssimo!!!!!!,5,2021-08-02
  A recepção do Wifi deixa a desejar. Tive que voltar a usar o google chromecast.,2,2021-12-15
  Perfeito e melhor para quem tem criança  é possível colocar senha para acessar.,5,2022-03-07
  Fácil instalação e navegação muito fluída. Valeu a pena e estou gostando muito.,5,2021-06-27
  com menos de 30 dias de uso parou de funcionar e fica com loop infinito na tela,1,2022-03-09
  Não tenho nada negativo a dizer. Simples de usar e superou minhas expectativas.,5,2021-08-09
"  Gostei ,,, simplifica demais as buscas por filmes ou qualquer conteúdo digital.",5,2021-12-28
"  Muito bom produto, atende muito as expectativas",5,2021-07-08
  Superou todas as expectativas. Um mundo de programas em sua TV.,5,2021-11-24
"  Tem boa resposta aos comandos, Alexa funciona bem, controle para controlar a tv",5,2021-08-09
"  Gostei do aparelho,  fácil de usar, tem vários apps, bem discreto, vale a pena.",5,2021-10-19
"  Muito bom o produto, que pena que ainda não tem HBOMAX, fora isso muito bom. ^^",4,2021-09-14
"  Excelente !!!Muito Bom, funciona perfeitamente não trava!Recomendo.",5,2021-08-06
"  Muito bom, só conectar e aproveitar, a alexa é muito útil e inteligente, adorei",5,2021-08-11
  Produto incrível. Simplesmente amando meu fire stick tv,5,2022-02-13
  Ainda não fiz a integração por falta de tempo mas parece ser bem fácil.,5,2021-11-29
"  Assim que possível estarei adiquirindo mais, com promoções melhor ainda",5,2022-01-06
"  Super recomendo o produto, tem fácil instalação, e a interface é muito simples.",5,2022-01-17
"  Estou gostando bastante, vamos ver com o tempo. Mas por hora recomendo a compra",5,2022-01-05
  Adorei recomendo muito além do custo benefício,5,2021-05-12
"  vieram duas cobranças em minha fatura da prime, desconheço ...",5,2022-03-07
  Da facilidade para usoMuito facil de instalar e manusear,5,2022-02-28
  O que mais me impressionou foi a velocidade de processamento !!! Interface bonita e fácil instalação.,4,2021-05-15
  fácil instalação e comandos super acessíveis e rápidos,5,2021-07-08
  Produto funciona muito bem e a entrega foi bem rápida.,5,2021-06-17
"  Um aparelho muito prático, fácil de usar, e muito bom.",5,2022-03-08
  O controle é muito prático e o sistema é possui respostas bem rápidas.,5,2021-06-20
"  Fácil instalação, menu simples e fácil de utilizar, rápido e dinâmico.",5,2021-10-04
"  Produto excelente, fora a mordomia das funcionalidades integradas com a Alexa.",4,2021-09-18
"  Mesmo tendo algumas coisas para ajustar o produto e muito bom, gostei bastante",5,2022-01-02
  Não gostei da falta do Globoplay!!! Pra mim foi o único defeito até momento!!!,4,2021-12-17
"  Adorei o fire tv stick, show de bola e chegou antes do prazo. Parabéns Amazon.",5,2021-05-19
"  O produto é Ok, porém não tem Globoplay, se soubesse antes não teria comprado.",5,2022-02-26
"  Gostei muito do produto, entregue antes do prazo e muito eficaz muito obrigado",5,2021-05-24
  Excelente! Em todos os aspectos e olha que minha TV é velha. E Super funciona!,5,2022-03-06
  Excelente o produto.Superou todas as minhas expectativas.Entrega super rápida e bem embalado.,5,2021-07-21
  Amei! Funciona perfeitamente e é muito prático,5,2021-12-10
"  Fácil de instalar, o melhor investimento para entretenimento das minhas bebês!",5,2021-10-02
  ótimo produto... paciência na primeira atualização... fora isso... TOP,5,2022-02-26
"  Produto fácil de usar, simplificou a minha vida, vou até comprar outro",5,2022-01-01
  Valeu cada centavo pago.,5,2021-09-27
"  Fácil instalação, fácil manuseio e ótimo acabamento do aparelho e do controle.",5,2022-02-21
  O melhor de todos,5,2021-12-06
  Produto muito bom,5,2021-12-16
  Deveria ter comprado duas na Black Friday. Valeu muito a pena,5,2021-12-11
"  Bem intuitivo e fácil de instalar, sistema tem ótima fluidez.",5,2022-03-06
"  Muito bom! Minha tv virou smart, e é super fácil de instalar.",5,2022-01-06
  Vou comprar outro assim que possivel.. pq realmente é mt bom.,5,2022-02-13
"  Alexa e boa o controle remoto bonito e prático e, é fácil de instalar",5,2021-12-12
  Manuseio simples e muito prático. Alexa já faz parte da minha rotina.,5,2021-05-20
  O produto corresponde à descrição e foi entregue no prazo. Recomendo!,5,2022-02-11
  O PRODUTO É FANTÁSTICO. PRÁTICO E MUITO EFICIENTE. RECOMENDO A TODOS.,3,2021-12-10
  Uma excelente opção para tv que não atualiza mais.Super rápido.,5,2021-08-21
"  Facil de usar, chegou em 6 dias a menos que o previsto, aqui em casa adoramos",5,2021-06-05
"  fire tv é moderno, superou minhas expectativas, fácil de instalar, top top!!!",5,2022-02-16
  Atualizou uma TV um pouco defasada que não conseguia baixar novos aplicativos,5,2021-12-01
  Minha tv é Philco e não consegui integrar o volume da tv no controle do Stick,4,2021-06-24
"  É um ótimo produto, super fácil de instalar, pratico demais, super recomendo.",5,2022-02-03
"  Comprei para utilizar em uma tv LG bem obsoleta, foi muito fácil de instalar.",5,2022-02-25
"  A instalação é simples,Alexa é ótima mais o volume do controle não funcionou.",5,2021-10-18
  E todo bom só o controle de volume que não funcionou em 3 tvs que já coloquei,5,2021-12-16
"  Acabou de chegar, tranquila a instalação. Aguardo ter capinha para o controle",5,2021-05-10
  O Fire TV stick é um excelente produto e atendeu todas as minhas expectativas,5,2022-01-29
  Excelente produto que facilita a recepção de streaming na TV…,5,2021-12-17
"  Aparelho muito bom , sistema super rapido e entrega no outro dia muito bom !!",5,2021-08-31
  Solucionou meu problema! Economizei dinheiro na compra de uma smartTv,5,2021-12-20
"  Nao instala o Globoplay, pra mim é uma falha.",5,2021-09-04
  Muito satisfeito com a compra!,5,2021-10-11
  eu indico fire tv e excelente.,5,2021-07-14
  Muito sensacional! Rápido e bons aplicativos.,5,2021-05-08
  Muito fácil de instalar e transforma uma TV antiga em smart de última geração,5,2022-03-08
"  Achei o produto muito bom, super rápido , fácil de instalar. Comprem sem medo",5,2021-12-04
  Muito boa integração com echo dots e o sistema operacional funciona super bem,5,2022-01-15
  muito bom mesmo. facil instalar e funciona muito bem. kodi pega maravilhas...,5,2022-01-06
"  Muito prático, a instalação é bem fácil e rápida. Atende bem as expectativas.",5,2021-12-22
"  Perfeito! Imagem perfeita, e não travou nenhuma vez! Amei!!!",5,2022-02-16
"  Estou usando-o a poucos dias. Até agora, nada a acrescentar.",5,2021-12-15
  O produto apresenta ótima performance e muito fácil de usar.,5,2021-07-30
  Muito bom e fácil de instalar somente colocar na tv e pronto,5,2021-10-11
  Ágil e com um bom preço,5,2022-02-08
  Maravilhoso de perfeito,5,2021-12-27
  Gostei muito. Apenas observação que não consegui instalar o HBO Max.,5,2021-12-09
  Produto cumpre o que promete e a entrega pela Amazon foi bem rápida.,5,2021-12-07
  Produto chegou em boas condições. Entraga mais rápida que já recebi.,5,2022-02-15
"  Produto excelente, chegou muito rápido e entrega tudo o que promete.",5,2022-02-19
"  Bom produto,só não gostei que veio com embalagem rasgada e amassada.",5,2021-05-12
  De facil instalação e uma vasta variedade de opções.,5,2021-12-07
"  Eu adorei, a minha tv ficou smart de verdade com ela",5,2021-12-13
"  Aparelho muito prático e fácil, recomendo recomendo.",5,2021-12-04
  Excelente custo benefício e facil de instalar. Chegou rápido,5,2021-08-28
  O FireTvstick é simplesmente incrível! Deixa sua tv realmente smart.,5,2021-05-16
  Utilizo ligado na TV para não utilizar os aplicativos da própria TV.,5,2021-08-12
"  Produto foi essencial na automação, gostei muito!!!!",5,2021-09-16
  Nota 1000 fez minah tv smart antiga ter um outro patamar !Deu vida de novo .,5,2021-12-13
"  excelente produto, com excelente fluidez e de facil interação com o sistema.",5,2021-12-16
  Produto atende todas expectativas em todos os sentidos. Muito bom. Recomendo,5,2021-07-11
"  Produto muito bom, fácil instalação, controle prático, todos em casa amaram.",5,2022-01-13
"  Gostei muito. Pra tirar nota máxima, precisa ter acesso ao Globoplay também.",4,2021-12-12
  E otimo nota mil pena que descobri tem 15 dias mas estou satisfeito nota mil,5,2022-03-02
"  Não consegui programar o controle para o volume, no demais um ótimo produto!",5,2021-05-16
"  Gostei bastante, alexa quase miga … hahahahahahPratico e fácil de usar",5,2021-12-15
"  Produto bom mas não foi compatível a opção de ligar e desligar com minha tv,",4,2022-03-06
  Muito bom. Fácil instalação. Está funcionando perfeitamente.,5,2021-12-27
"  Têm um mês que comprei, no entanto já deu defeito no controle. Insatisfeita.",2,2021-06-29
  COMPREI COM CONTROLE DE TV E VEIO O PRODUTO INFERIOR SEM ESSA FUNÇÃO,1,2022-01-14
  A única coisa que poderiam atualizar é ter HBO MAX e Globoplay na loja de aplicativos,5,2021-12-30
  Como falei gastei do funcionamento não tenho crítica pelo menos por enquanto,5,2021-12-03
"  Entrega super rápida, instalação fácil, vale muito a pena transformar sua tv",5,2021-12-03
  O produto chegou rapidamente e bem protegido. Estou satisfeito com a compra!,5,2021-12-17
"  Muito bom, rápido, fluído recomendo.",5,2021-12-31
"  Produto de excelente qualidade, muito simples de operar, esse realmente eu recomendo.",5,2021-12-02
  Queria acessar a HBOMax e não funciona para issso.. Frustei,3,2021-09-22
  amo os produtos amazon e esse e mais um produto maravilhoso,5,2021-05-20
"  Fácil instalação, simples na utilização ótima recomendação.",5,2021-07-06
  Incrível! O melhor produto que eu comprei nos últimos anos.,5,2021-07-20
  Tudo prático e mto fácil instalação.,5,2021-06-09
  Excelente produto. Atendeu todas as minhas expectativas. Recomendo.,5,2021-12-06
  Fácil instalação e menu intuitivo.Só senti falta da Globosat.,5,2021-12-05
"  muito fácil de usar, instalação super fácil.Excelente produto",5,2021-12-14
"  Muito bom pra instalar, controle ótimo e interação com Alexa ótima.",5,2022-02-01
"  Produto muito bom, boa integração com Amazon prime.",5,2021-10-06
  O produto é muito fácil de instalar e de configurar,5,2021-07-25
  excelente produto qualidade de imagem incrivel,5,2021-05-21
  Integração com a Alexa e a agilidade de um app para o outro,5,2021-06-25
"  É tudo muito rápido, sem travar, roda super liso ! E serve como uma Alexa !",5,2021-12-15
"  Interface leve e bonita, o comando de voz no controle responde muito rápido",5,2021-12-18
"  Fácil interação é muito fácil de controlar, eu tô realmente amando meu Fire",5,2022-02-13
"  Controle muito bom, produto excelente como um todo.  Estou muito satisfeito",5,2022-02-16
"  Eu adorei o produto,fácil instalação e fácil de mexer, muito rápido também.",5,2022-02-03
  Entrega super rápida chegou antes do prazo...Produto excelente.,4,2021-06-18
"  Bem discreto, fácil de instalar, fácil de manusear e utilizar. Valeu a pena",5,2021-08-11
  EXPERIÊNCIA MARAVILHOSA.CONTROLAR TUDO POR VOZ NO CONTROLE 👏👏👏👏👏,5,2022-01-31
"  Fiquei no começo devido a tv não aceitar, mas funcionou tudo perfeitamente.",5,2021-07-12
"  Gostei do comando de voz, não gostei de ter que digitar o pin tantas vezes.",5,2022-02-17
"  Atendeu legal as expectativas, muito bom. O único defeito é o preço rsrsrs.",5,2021-07-15
"  A instalação é super fácil , o comando da Alexa tbm funciona perfeitamente!",5,2022-01-23
  Muito bom. Mas poderia ter mais apps,5,2021-12-06
  Ótimo produto .,5,2021-12-15
"  Muito interessante, renovou minha smart-tv.",5,2022-01-19
  Qualidade do produto é boa e tem fácil uso.,5,2021-11-18
"  Perfeito, superou minhas expectativas e atende o que é prometido, perfeito.",5,2021-05-25
"  Incrível, superou e muito minhas expectativas, e a Lexia faz toda diferença",5,2021-05-18
"  muito bom, fácil de mexer, agora a tv antiga da minha mãe é smart !",5,2022-02-10
"  Superou minhas expectativas, produto excelente de fácil utilização.",5,2022-02-19
  Produto ótimo 👍 transformou minha TV 📺 recomendo.,5,2022-01-10
"  Integração Android, conta Google no YouTube, Alexa.",5,2022-02-12
"  A tela é bem bacana, qualidade ótima do produto. Satisfeito",5,2021-12-03
"  O produto é ótimo, porém eu pedi e paguei um pacote de presente e não veio.",5,2021-07-07
